起点节点code,起点节点名称,终点节点id,终点节点名称,主体产业链关系,开始时间,结束时间,数据来源
287373,四川美丰化工股份有限公司,AGRI003001,氮肥,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
287373,四川美丰化工股份有限公司,AGRI000003,农化与肥料,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2544529,大连鑫玉龙海洋生物种业科技股份有限公司,AGRI006014,海水水产养殖,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2544529,大连鑫玉龙海洋生物种业科技股份有限公司,AGRI006005,水产养殖,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2544529,大连鑫玉龙海洋生物种业科技股份有限公司,AGRI000006,农林牧渔生产,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2544529,大连鑫玉龙海洋生物种业科技股份有限公司,AGRI000001,农林牧渔行业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2973891,四川安达农森科技股份有限公司,AGRI003003,钾肥,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2973891,四川安达农森科技股份有限公司,AGRI000003,农化与肥料,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
9811445,米高集团控股有限公司,AGRI003003,钾肥,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
9811445,米高集团控股有限公司,AGRI000003,农化与肥料,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
287469,四川宏达股份有限公司,AGRI003011,磷酸一铵,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
287469,四川宏达股份有限公司,AGRI003002,磷肥及磷化工,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
287469,四川宏达股份有限公司,AGRI000003,农化与肥料,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2050001,湖北金旭农业发展股份有限公司,AGRI006018,生猪养殖,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2050001,湖北金旭农业发展股份有限公司,AGRI006003,家畜养殖,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2050001,湖北金旭农业发展股份有限公司,AGRI000006,农林牧渔生产,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2050001,湖北金旭农业发展股份有限公司,AGRI000001,农林牧渔行业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
285387,湖北宜化化工股份有限公司,AGRI003001,氮肥,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
285387,湖北宜化化工股份有限公司,AGRI000003,农化与肥料,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
293853,天邦食品股份有限公司,AGRI006018,生猪养殖,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
293853,天邦食品股份有限公司,AGRI006003,家畜养殖,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
293853,天邦食品股份有限公司,AGRI000006,农林牧渔生产,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
293853,天邦食品股份有限公司,AGRI000001,农林牧渔行业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
285506,山西潞安化工科技股份有限公司,AGRI003001,氮肥,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
285506,山西潞安化工科技股份有限公司,AGRI000003,农化与肥料,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
285920,湖北武昌鱼股份有限公司,AGRI006005,水产养殖,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
285920,湖北武昌鱼股份有限公司,AGRI000006,农林牧渔生产,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
285920,湖北武昌鱼股份有限公司,AGRI000001,农林牧渔行业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
612724,深圳市京基智农时代股份有限公司,AGRI006018,生猪养殖,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
612724,深圳市京基智农时代股份有限公司,AGRI006003,家畜养殖,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
612724,深圳市京基智农时代股份有限公司,AGRI000006,农林牧渔生产,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
612724,深圳市京基智农时代股份有限公司,AGRI000001,农林牧渔行业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
285965,江苏澄星磷化工股份有限公司,AGRI003016,精细磷化工,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
285965,江苏澄星磷化工股份有限公司,AGRI003002,磷肥及磷化工,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
285965,江苏澄星磷化工股份有限公司,AGRI000003,农化与肥料,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
286423,云南云天化股份有限公司,AGRI003011,磷酸一铵,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
286423,云南云天化股份有限公司,AGRI003002,磷肥及磷化工,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
286423,云南云天化股份有限公司,AGRI000003,农化与肥料,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
286423,云南云天化股份有限公司,AGRI003012,磷酸二铵,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
309651,安徽六国化工股份有限公司,AGRI003011,磷酸一铵,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
309651,安徽六国化工股份有限公司,AGRI003002,磷肥及磷化工,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
309651,安徽六国化工股份有限公司,AGRI000003,农化与肥料,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
309651,安徽六国化工股份有限公司,AGRI003012,磷酸二铵,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
286444,湖北兴发化工集团股份有限公司,AGRI003011,磷酸一铵,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
286444,湖北兴发化工集团股份有限公司,AGRI003002,磷肥及磷化工,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
286444,湖北兴发化工集团股份有限公司,AGRI000003,农化与肥料,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
286444,湖北兴发化工集团股份有限公司,AGRI003016,精细磷化工,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
286441,亚钾国际投资(广州)股份有限公司,AGRI003003,钾肥,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
286441,亚钾国际投资(广州)股份有限公司,AGRI000003,农化与肥料,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2540769,大连壮元海生态苗业股份有限公司,AGRI006014,海水水产养殖,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2540769,大连壮元海生态苗业股份有限公司,AGRI006005,水产养殖,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2540769,大连壮元海生态苗业股份有限公司,AGRI000006,农林牧渔生产,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2540769,大连壮元海生态苗业股份有限公司,AGRI000001,农林牧渔行业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
280291,湖南新五丰股份有限公司,AGRI006018,生猪养殖,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
280291,湖南新五丰股份有限公司,AGRI006003,家畜养殖,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
280291,湖南新五丰股份有限公司,AGRI000006,农林牧渔生产,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
280291,湖南新五丰股份有限公司,AGRI000001,农林牧渔行业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
3418960,东瑞食品集团股份有限公司,AGRI006018,生猪养殖,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
3418960,东瑞食品集团股份有限公司,AGRI006003,家畜养殖,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
3418960,东瑞食品集团股份有限公司,AGRI000006,农林牧渔生产,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
3418960,东瑞食品集团股份有限公司,AGRI000001,农林牧渔行业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
286474,湖北洪湖生态农业股份有限公司,AGRI006005,水产养殖,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
286474,湖北洪湖生态农业股份有限公司,AGRI000006,农林牧渔生产,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
286474,湖北洪湖生态农业股份有限公司,AGRI000001,农林牧渔行业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
841977,四川和邦生物科技股份有限公司,AGRI003011,磷酸一铵,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
841977,四川和邦生物科技股份有限公司,AGRI003002,磷肥及磷化工,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
841977,四川和邦生物科技股份有限公司,AGRI000003,农化与肥料,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
286154,青海盐湖工业股份有限公司,AGRI003003,钾肥,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
286154,青海盐湖工业股份有限公司,AGRI000003,农化与肥料,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
285637,大湖健康产业股份有限公司,AGRI006005,水产养殖,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
285637,大湖健康产业股份有限公司,AGRI000006,农林牧渔生产,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
285637,大湖健康产业股份有限公司,AGRI000001,农林牧渔行业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
3356224,安徽大自然种猪股份有限公司,AGRI006026,种猪繁育,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
3356224,安徽大自然种猪股份有限公司,AGRI006018,生猪养殖,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
3356224,安徽大自然种猪股份有限公司,AGRI006003,家畜养殖,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
3356224,安徽大自然种猪股份有限公司,AGRI000006,农林牧渔生产,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
3356224,安徽大自然种猪股份有限公司,AGRI000001,农林牧渔行业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
3426268,巴中市巴山牧业股份有限公司,AGRI006018,生猪养殖,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
3426268,巴中市巴山牧业股份有限公司,AGRI006003,家畜养殖,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
3426268,巴中市巴山牧业股份有限公司,AGRI000006,农林牧渔生产,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
3426268,巴中市巴山牧业股份有限公司,AGRI000001,农林牧渔行业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
286114,藏格矿业股份有限公司,AGRI003003,钾肥,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
286114,藏格矿业股份有限公司,AGRI000003,农化与肥料,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
1181094,昆明川金诺化工股份有限公司,AGRI003016,精细磷化工,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
1181094,昆明川金诺化工股份有限公司,AGRI003002,磷肥及磷化工,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
1181094,昆明川金诺化工股份有限公司,AGRI000003,农化与肥料,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
770549,青岛东方铁塔股份有限公司,AGRI003003,钾肥,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
770549,青岛东方铁塔股份有限公司,AGRI000003,农化与肥料,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
286361,山东华鲁恒升化工股份有限公司,AGRI003001,氮肥,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
286361,山东华鲁恒升化工股份有限公司,AGRI000003,农化与肥料,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
609760,罗牛山股份有限公司,AGRI006018,生猪养殖,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
609760,罗牛山股份有限公司,AGRI006003,家畜养殖,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
609760,罗牛山股份有限公司,AGRI000006,农林牧渔生产,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
609760,罗牛山股份有限公司,AGRI000001,农林牧渔行业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2416467,天域生物科技股份有限公司,AGRI006018,生猪养殖,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2416467,天域生物科技股份有限公司,AGRI006003,家畜养殖,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2416467,天域生物科技股份有限公司,AGRI000006,农林牧渔生产,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2416467,天域生物科技股份有限公司,AGRI000001,农林牧渔行业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2415880,佩蒂动物营养科技股份有限公司,AGRI004004,宠物食品,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2415880,佩蒂动物营养科技股份有限公司,AGRI000004,饲料工业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2415880,佩蒂动物营养科技股份有限公司,AGRI000001,农林牧渔行业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2772930,烟台中宠食品股份有限公司,AGRI004016,宠物主粮,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2772930,烟台中宠食品股份有限公司,AGRI004004,宠物食品,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2772930,烟台中宠食品股份有限公司,AGRI000004,饲料工业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2772930,烟台中宠食品股份有限公司,AGRI000001,农林牧渔行业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2772930,烟台中宠食品股份有限公司,AGRI004017,宠物零食,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
3390910,黑龙江省四宝生物科技股份有限公司,AGRI006013,淡水水产养殖,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
3390910,黑龙江省四宝生物科技股份有限公司,AGRI006005,水产养殖,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
3390910,黑龙江省四宝生物科技股份有限公司,AGRI000006,农林牧渔生产,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
3390910,黑龙江省四宝生物科技股份有限公司,AGRI000001,农林牧渔行业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
267514,湛江国联水产开发股份有限公司,AGRI006005,水产养殖,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
267514,湛江国联水产开发股份有限公司,AGRI000006,农林牧渔生产,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
267514,湛江国联水产开发股份有限公司,AGRI000001,农林牧渔行业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
267514,湛江国联水产开发股份有限公司,AGRI007008,水产品加工,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
267514,湛江国联水产开发股份有限公司,AGRI000007,农产品加工与仓储,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
308752,温氏食品集团股份有限公司,AGRI006012,黄羽肉鸡养殖,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
308752,温氏食品集团股份有限公司,AGRI006004,家禽养殖,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
308752,温氏食品集团股份有限公司,AGRI000006,农林牧渔生产,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
308752,温氏食品集团股份有限公司,AGRI000001,农林牧渔行业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
308752,温氏食品集团股份有限公司,AGRI006018,生猪养殖,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
308752,温氏食品集团股份有限公司,AGRI006003,家畜养殖,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
312782,獐子岛集团股份有限公司,AGRI006005,水产养殖,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
312782,獐子岛集团股份有限公司,AGRI000006,农林牧渔生产,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
312782,獐子岛集团股份有限公司,AGRI000001,农林牧渔行业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
336925,江西正邦科技股份有限公司,AGRI006028,商品猪育肥,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
336925,江西正邦科技股份有限公司,AGRI006018,生猪养殖,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
336925,江西正邦科技股份有限公司,AGRI006003,家畜养殖,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
336925,江西正邦科技股份有限公司,AGRI000006,农林牧渔生产,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
336925,江西正邦科技股份有限公司,AGRI000001,农林牧渔行业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2607413,河北万森生物科技股份有限公司,AGRI004004,宠物食品,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2607413,河北万森生物科技股份有限公司,AGRI000004,饲料工业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2607413,河北万森生物科技股份有限公司,AGRI000001,农林牧渔行业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
1154345,云南神农农业产业集团股份有限公司,AGRI006018,生猪养殖,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
1154345,云南神农农业产业集团股份有限公司,AGRI006003,家畜养殖,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
1154345,云南神农农业产业集团股份有限公司,AGRI000006,农林牧渔生产,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
1154345,云南神农农业产业集团股份有限公司,AGRI000001,农林牧渔行业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
1250151,福建省星源农牧科技股份有限公司,AGRI006018,生猪养殖,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
1250151,福建省星源农牧科技股份有限公司,AGRI006003,家畜养殖,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
1250151,福建省星源农牧科技股份有限公司,AGRI000006,农林牧渔生产,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
1250151,福建省星源农牧科技股份有限公司,AGRI000001,农林牧渔行业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2612541,广东天合牧科实业股份有限公司,AGRI006018,生猪养殖,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2612541,广东天合牧科实业股份有限公司,AGRI006003,家畜养殖,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2612541,广东天合牧科实业股份有限公司,AGRI000006,农林牧渔生产,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2612541,广东天合牧科实业股份有限公司,AGRI000001,农林牧渔行业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
862719,杭州千岛湖鲟龙科技股份有限公司,AGRI006013,淡水水产养殖,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
862719,杭州千岛湖鲟龙科技股份有限公司,AGRI006005,水产养殖,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
862719,杭州千岛湖鲟龙科技股份有限公司,AGRI000006,农林牧渔生产,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
862719,杭州千岛湖鲟龙科技股份有限公司,AGRI000001,农林牧渔行业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
3427480,大连御龙生态渔业股份有限公司,AGRI006014,海水水产养殖,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
3427480,大连御龙生态渔业股份有限公司,AGRI006005,水产养殖,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
3427480,大连御龙生态渔业股份有限公司,AGRI000006,农林牧渔生产,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
3427480,大连御龙生态渔业股份有限公司,AGRI000001,农林牧渔行业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
3317461,乖宝宠物食品集团股份有限公司,AGRI004004,宠物食品,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
3317461,乖宝宠物食品集团股份有限公司,AGRI000004,饲料工业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
3317461,乖宝宠物食品集团股份有限公司,AGRI000001,农林牧渔行业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
7642676,苏州市味知香食品股份有限公司,AGRI007005,肉制品与预制菜加工,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
7642676,苏州市味知香食品股份有限公司,AGRI000007,农产品加工与仓储,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
817742,佳沃食品股份有限公司,AGRI007008,水产品加工,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
817742,佳沃食品股份有限公司,AGRI000007,农产品加工与仓储,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
286766,中基健康产业股份有限公司,AGRI007002,植物油加工,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
286766,中基健康产业股份有限公司,AGRI000007,农产品加工与仓储,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
286421,福建东百集团股份有限公司,AGRI007009,农产品冷链仓储,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
286421,福建东百集团股份有限公司,AGRI000007,农产品加工与仓储,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
286679,新希望六和股份有限公司,AGRI004001,配合饲料,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
286679,新希望六和股份有限公司,AGRI000004,饲料工业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
286679,新希望六和股份有限公司,AGRI000001,农林牧渔行业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
286535,深圳市农产品集团股份有限公司,AGRI008001,农产品批发市场,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
286535,深圳市农产品集团股份有限公司,AGRI000008,农产品流通与消费渠道,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
295191,步步高商业连锁股份有限公司,AGRI008004,生鲜零售终端渠道,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
295191,步步高商业连锁股份有限公司,AGRI000008,农产品流通与消费渠道,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2149064,骏东(控股)有限公司,AGRI006006,林业生产,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2149064,骏东(控股)有限公司,AGRI000006,农林牧渔生产,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
