节点code,节点类型,节点名称,证券代码,生效时间,失效时间,业务描述
1872267,公司,浙江衢州东方集团股份有限公司,,2026-08-03,,
1881629,公司,安徽华业香料股份有限公司,,2026-08-03,,
1882798,公司,西安小六饮食(集团)股份有限公司,,2026-08-03,,
1884858,公司,金太阳粮油股份有限公司,,2026-08-03,,
1885935,公司,东莞市厚威包装科技股份有限公司,,2026-08-03,,
1886788,公司,广源包装集团股份有限公司,,2026-08-03,,
1888876,公司,万洲国际有限公司,,2026-08-03,,
190618612,公司,龙丰集团控股有限公司,,2026-08-03,,
1921668,公司,原生态牧业有限公司,,2026-08-03,,
1924710,公司,河南恒瑞淀粉科技股份有限公司,,2026-08-03,,
1925385,公司,甘肃国芳工贸(集团)股份有限公司,,2026-08-03,,
1934411,公司,华禧控股有限公司,,2026-08-03,,
1944023,公司,浙江一景乳业股份有限公司,,2026-08-03,,
1977201,公司,美捷汇控股有限公司,,2026-08-03,,
1999224,公司,无锡市兴港包装股份有限公司,,2026-08-03,,
1999240,公司,柳州爱格富食品科技股份有限公司,,2026-08-03,,
2003646,公司,深圳市柏星龙创意包装股份有限公司,,2026-08-03,,
2009958,公司,山东东阿东方阿胶股份有限公司,,2026-08-03,,
2013945,公司,京东集团股份有限公司,,2026-08-03,,
2016051,公司,惠生国际控股有限公司,,2026-08-03,,
2028942,公司,有友食品股份有限公司,,2026-08-03,,
2070515,公司,深圳市三态电子商务股份有限公司,,2026-08-03,,
2070516,公司,海南火焰柒号文化传媒股份有限公司,,2026-08-03,,
2108763,公司,嘉耀控股有限公司,,2026-08-03,,
2109788,公司,安徽雪郎生物科技股份有限公司,,2026-08-03,,
2111959,公司,鸿福堂集团控股有限公司,,2026-08-03,,
2115788,公司,圆通国际快递供应链科技有限公司,,2026-08-03,,
2116048,公司,中国圣牧有机奶业有限公司,,2026-08-03,,
2116495,公司,武汉九生堂生物科技股份有限公司,,2026-08-03,,
2132055,公司,河北康远清真食品股份有限公司,,2026-08-03,,
2138338,公司,嘉士利集团有限公司,,2026-08-03,,
2138931,公司,富临集团控股有限公司,,2026-08-03,,
2140547,公司,南京虎凤蝶电子商务科技股份有限公司,,2026-08-03,,
2166912,公司,阿里巴巴集团控股有限公司,,2026-08-03,,
2167991,公司,保定味群食品科技股份有限公司,,2026-08-03,,
2168000,公司,青岛天行健物流股份有限公司,,2026-08-03,,
2169672,公司,上海艾录包装股份有限公司,,2026-08-03,,
2171877,公司,广东英联包装股份有限公司,,2026-08-03,,
2175983,公司,浙江茶乾坤食品股份有限公司,,2026-08-03,,
2176010,公司,安徽华恒生物科技股份有限公司,,2026-08-03,,
2205466,公司,上海全胜物流股份有限公司,,2026-08-03,,
2212238,公司,绝味食品股份有限公司,,2026-08-03,,
2238094,公司,呷哺呷哺餐饮管理(中国)控股有限公司,,2026-08-03,,
2240519,公司,盐津铺子食品股份有限公司,,2026-08-03,,
2247980,公司,宁夏红山河食品股份有限公司,,2026-08-03,,
2281399,公司,兰州亚成生物科技股份有限公司,,2026-08-03,,
2293088,公司,山东三信商贸股份有限公司,,2026-08-03,,
2307824,公司,江苏康能生物工程股份有限公司,,2026-08-03,,
2308223,公司,长春市朱老六食品股份有限公司,,2026-08-03,,
2308236,公司,安徽九华山酒业股份有限公司,,2026-08-03,,
2313482,公司,江苏利特尔绿色包装股份有限公司,,2026-08-03,,
2330336,公司,海航冷链控股股份有限公司,,2026-08-03,,
2339909,公司,合肥银山棉麻股份有限公司,,2026-08-03,,
2347304,公司,田野创新股份有限公司,,2026-08-03,,
2359394,公司,苏州同里印刷科技股份有限公司,,2026-08-03,,
2375575,公司,云南海潮集团听牧肉牛产业股份有限公司,,2026-08-03,,
23996785,公司,河北永和荣达生物科技股份有限公司,,2026-08-03,,
2400454,公司,沈阳递家物流股份有限公司,,2026-08-03,,
2406109,公司,生活概念控股有限公司,,2026-08-03,,
2423330,公司,宝尊电商有限公司,,2026-08-03,,
2423582,公司,银盛数惠数字有限公司,,2026-08-03,,
2426989,公司,广州若羽臣科技股份有限公司,,2026-08-03,,
2428276,公司,江苏同益国际物流股份有限公司,,2026-08-03,,
2429538,公司,华宝科技股份有限公司,,2026-08-03,,
2431346,公司,上海商会网网络集团股份有限公司,,2026-08-03,,
2431363,公司,广东兴亿海洋生物工程股份有限公司,,2026-08-03,,
2431617,公司,广东裕丰食品股份有限公司,,2026-08-03,,
2439528,公司,中国顺客隆控股有限公司,,2026-08-03,,
2454883,公司,江苏锦达保税仓储股份有限公司,,2026-08-03,,
2455041,公司,甘肃爽口源生态科技股份有限公司,,2026-08-03,,
2483560,公司,溜溜梅股份有限公司,,2026-08-03,,
2496013,公司,黑龙江省恒源食品股份有限公司,,2026-08-03,,
2497542,公司,保正(上海)供应链管理股份有限公司,,2026-08-03,,
2497792,公司,广州凡科互联网科技股份有限公司,,2026-08-03,,
2500291,公司,内蒙古骑士乳业集团股份有限公司,,2026-08-03,,
2503862,公司,河南去吧看看网络科技股份有限公司,,2026-08-03,,
2505027,公司,北京酥儿胡同科技发展股份有限公司,,2026-08-03,,
2513213,公司,福建万辰食品集团股份有限公司,,2026-08-03,,
2538461,公司,山东龙盛食品股份有限公司,,2026-08-03,,
2538468,公司,广东林中宝生物科技股份有限公司,,2026-08-03,,
2538530,公司,浙江特美新材料股份有限公司,,2026-08-03,,
2538942,公司,新疆东方红番茄股份有限公司,,2026-08-03,,
2539097,公司,北京瓜尔润科技股份有限公司,,2026-08-03,,
2539860,公司,深圳百果园实业(集团)股份有限公司,,2026-08-03,,
2540368,公司,猫屎咖啡控股有限公司,,2026-08-03,,
2544651,公司,广东宏川智慧物流股份有限公司,,2026-08-03,,
2544696,公司,湖北华鼎团膳管理股份有限公司,,2026-08-03,,
2546624,公司,黑龙江省五米常香农业科技发展股份有限公司,,2026-08-03,,
2546749,公司,广州捷世通供应链股份有限公司,,2026-08-03,,
2546919,公司,武汉红鼎豆捞餐饮股份有限公司,,2026-08-03,,
2547490,公司,内蒙古华欧淀粉工业股份有限公司,,2026-08-03,,
2549969,公司,宁夏新华物流股份有限公司,,2026-08-03,,
2552423,公司,内蒙古澳菲利食品股份有限公司,,2026-08-03,,
2552636,公司,格润食品集团股份有限公司,,2026-08-03,,
2553426,公司,新享时代集团有限公司,,2026-08-03,,
25558377,公司,四川百茶百道实业股份有限公司,,2026-08-03,,
2556298,公司,北京友宝在线科技股份有限公司,,2026-08-03,,
2556355,公司,宁夏法塞特农业科技股份有限公司,,2026-08-03,,
2556543,公司,内蒙古额尔敦羊业股份有限公司,,2026-08-03,,
2556594,公司,山东凯欣绿色食品股份有限公司,,2026-08-03,,
2556848,公司,浙江金晟环保股份有限公司,,2026-08-03,,
2556887,公司,山东环丰食品股份有限公司,,2026-08-03,,
2556927,公司,内蒙古佰惠生新农业科技股份有限公司,,2026-08-03,,
2556936,公司,浙江济公缘控股股份有限公司,,2026-08-03,,
2582896,公司,安徽利民生物科技股份有限公司,,2026-08-03,,
2588857,公司,广东天元实业集团股份有限公司,,2026-08-03,,
2588871,公司,广东利泰大健康产业股份有限公司,,2026-08-03,,
2606678,公司,宝艺新材料股份有限公司,,2026-08-03,,
2606948,公司,江苏润普食品科技股份有限公司,,2026-08-03,,
2607283,公司,广东南字科技股份有限公司,,2026-08-03,,
2610345,公司,澳至尊国际控股有限公司,,2026-08-03,,
2612408,公司,北京六智信息技术股份有限公司,,2026-08-03,,
2612414,公司,合德堂控股(深圳)股份有限公司,,2026-08-03,,
267104,公司,晨光生物科技集团股份有限公司,,2026-08-03,,
268824,公司,澳优乳业股份有限公司,,2026-08-03,,
268839,公司,亚洲果业控股有限公司,,2026-08-03,,
2694246,公司,盖世食品股份有限公司,,2026-08-03,,
2707484,公司,今米房集团控股有限公司,,2026-08-03,,
2769565,公司,贵州五福坊食品(集团)股份有限公司,,2026-08-03,,
2769593,公司,汕头市潮庭食品股份有限公司,,2026-08-03,,
2770222,公司,洛阳餐旅实业股份有限公司,,2026-08-03,,
2770265,公司,上海丁义兴食品股份有限公司,,2026-08-03,,
277047,公司,苏宁易购集团股份有限公司,,2026-08-03,,
2772723,公司,河南酒便利商业股份有限公司,,2026-08-03,,
2775881,公司,同庆楼餐饮股份有限公司,,2026-08-03,,
2777489,公司,上海海融食品科技股份有限公司,,2026-08-03,,
2777490,公司,上海翔港包装科技股份有限公司,,2026-08-03,,
278335,公司,国美零售控股有限公司,,2026-08-03,,
2785693,公司,浙江明辉蔬果配送股份有限公司,,2026-08-03,,
2785885,公司,杭州华商物流股份有限公司,,2026-08-03,,
2786371,公司,浙江启利兴光可可制品股份有限公司,,2026-08-03,,
2786379,公司,山西天生红枣业股份有限公司,,2026-08-03,,
2789981,公司,广东天池茶业股份有限公司,,2026-08-03,,
2799990,公司,浙江金海蕴生物股份有限公司,,2026-08-03,,
280091,公司,传化智联股份有限公司,,2026-08-03,,
28016187,公司,聚水潭集团股份有限公司,,2026-08-03,,
2801859,公司,一木集团(控股)有限公司,,2026-08-03,,
2807022,公司,浙江艾格生物科技股份有限公司,,2026-08-03,,
2808541,公司,密尔克卫智能供应链服务集团股份有限公司,,2026-08-03,,
2811615,公司,冠均国际控股有限公司,,2026-08-03,,
2812161,公司,VSING Limited,,2026-08-03,,
281364,公司,粤海广南(集团)有限公司,,2026-08-03,,
2818205,公司,颐海国际控股有限公司,,2026-08-03,,
2818206,公司,亲亲食品集团(开曼)股份有限公司,,2026-08-03,,
282260,公司,第一太平有限公司,,2026-08-03,,
282604,公司,常茂生物化学工程股份有限公司,,2026-08-03,,
282909,公司,稻香控股有限公司,,2026-08-03,,
2830331,公司,黑龙江北鳐食品股份有限公司,,2026-08-03,,
283051,公司,华信地产财务有限公司,,2026-08-03,,
2831664,公司,嘉必优生物技术(武汉)股份有限公司,,2026-08-03,,
2837207,公司,利福中国集团有限公司,,2026-08-03,,
283791,公司,宁波中百股份有限公司,,2026-08-03,,
2839528,公司,骏高控股有限公司,,2026-08-03,,
2843224,公司,河北方大新材料股份有限公司,,2026-08-03,,
2843466,公司,山东嘉华生物科技股份有限公司,,2026-08-03,,
2843719,公司,安庆新雪莲生物科技股份有限公司,,2026-08-03,,
2843807,公司,福建环海生物科技股份有限公司,,2026-08-03,,
2843834,公司,昆山多宾陈列展示股份有限公司,,2026-08-03,,
2844248,公司,济宁鸿润食品股份有限公司,,2026-08-03,,
2844253,公司,上海大力人良科技发展股份有限公司,,2026-08-03,,
2844320,公司,福建省熠烁科技股份有限公司,,2026-08-03,,
2844398,公司,北京天时恒生网络股份有限公司,,2026-08-03,,
2844491,公司,北京纯聚科技股份有限公司,,2026-08-03,,
2844519,公司,嘉兴市豪能科技股份有限公司,,2026-08-03,,
2844586,公司,安徽华运超市股份有限公司,,2026-08-03,,
2844698,公司,宁波瑞星时光商业股份有限公司,,2026-08-03,,
2844786,公司,杭州壹网壹创科技股份有限公司,,2026-08-03,,
2849610,公司,港娱国际控股有限公司,,2026-08-03,,
285213,公司,沈阳商业城股份有限公司,,2026-08-03,,
285215,公司,银川新华百货商业集团股份有限公司,,2026-08-03,,
285250,公司,承德露露股份公司,,2026-08-03,,
285254,公司,康师傅控股有限公司,,2026-08-03,,
285295,公司,江苏恒顺醋业股份有限公司,,2026-08-03,,
285310,公司,上海百联集团股份有限公司,,2026-08-03,,
285392,公司,贵州茅台酒股份有限公司,,2026-08-03,,
285465,公司,王府井集团股份有限公司,,2026-08-03,,
285473,公司,长沙通程控股股份有限公司,,2026-08-03,,
285493,公司,广西农投糖业集团股份有限公司,,2026-08-03,,
285507,公司,浙江东日股份有限公司,,2026-08-03,,
285562,公司,银座集团股份有限公司,,2026-08-03,,
285647,公司,张家港保税科技(集团)股份有限公司,,2026-08-03,,
285654,公司,山西杏花村汾酒厂股份有限公司,,2026-08-03,,
285682,公司,百大集团股份有限公司,,2026-08-03,,
285695,公司,上海九百股份有限公司,,2026-08-03,,
285747,公司,无锡商业大厦大东方股份有限公司,,2026-08-03,,
285752,公司,通化葡萄酒股份有限公司,,2026-08-03,,
285756,公司,上海光明肉业集团股份有限公司,,2026-08-03,,
285790,公司,陕西金叶科教集团股份有限公司,,2026-08-03,,
285823,公司,重庆重百科技集团股份有限公司,,2026-08-03,,
285826,公司,金健米业股份有限公司,,2026-08-03,,
285833,公司,安琪酵母股份有限公司,,2026-08-03,,
285835,公司,四川水井坊股份有限公司,,2026-08-03,,
285865,公司,北京燕京啤酒股份有限公司,,2026-08-03,,
285866,公司,海南京粮控股股份有限公司,,2026-08-03,,
285870,公司,上海金枫酒业股份有限公司,,2026-08-03,,
286034,公司,狮头科技发展股份有限公司,,2026-08-03,,
286038,公司,西藏发展股份有限公司,,2026-08-03,,
286042,公司,兰州黄河企业股份有限公司,,2026-08-03,,
286093,公司,吉林泉阳泉股份有限公司,,2026-08-03,,
286144,公司,广东广弘控股股份有限公司,,2026-08-03,,
286145,公司,维维食品饮料股份有限公司,,2026-08-03,,
286147,公司,河北衡水老白干酒业股份有限公司,,2026-08-03,,
286161,公司,中百控股集团股份有限公司,,2026-08-03,,
286194,公司,烟台张裕葡萄酿酒股份有限公司,,2026-08-03,,
286211,公司,甘肃皇台酒业股份有限公司,,2026-08-03,,
286217,公司,广东肇庆星湖生物科技股份有限公司,,2026-08-03,,
286231,公司,兰州丽尚国潮实业集团股份有限公司,,2026-08-03,,
286241,公司,光明乳业股份有限公司,,2026-08-03,,
286243,公司,浙江古越龙山绍兴酒股份有限公司,,2026-08-03,,
286277,公司,舍得酒业股份有限公司,,2026-08-03,,
286303,公司,大连友谊(集团)股份有限公司,,2026-08-03,,
286305,公司,武商集团股份有限公司,,2026-08-03,,
286322,公司,西安饮食股份有限公司,,2026-08-03,,
286333,公司,安徽古井贡酒股份有限公司,,2026-08-03,,
286334,公司,酒鬼酒股份有限公司,,2026-08-03,,
286355,公司,中储发展股份有限公司,,2026-08-03,,
286371,公司,内蒙古伊利实业集团股份有限公司,,2026-08-03,,
286379,公司,合肥百货大楼集团股份有限公司,,2026-08-03,,
286401,公司,深圳市深粮控股股份有限公司,,2026-08-03,,
286421,公司,福建东百集团股份有限公司,,2026-08-03,,
286449,公司,梅花生物科技集团股份有限公司,,2026-08-03,,
286471,公司,珠海中富实业股份有限公司,,2026-08-03,,
286492,公司,新疆伊力特实业股份有限公司,,2026-08-03,,
286516,公司,南京中央商场(集团)股份有限公司,,2026-08-03,,
286535,公司,深圳市农产品集团股份有限公司,,2026-08-03,,
286536,公司,北京华联商厦股份有限公司,,2026-08-03,,
286541,公司,上海豫园旅游商城(集团)股份有限公司,,2026-08-03,,
286563,公司,浙江中国小商品城集团股份有限公司,,2026-08-03,,
286567,公司,中粮糖业控股股份有限公司,,2026-08-03,,
286568,公司,南宁百货大楼股份有限公司,,2026-08-03,,
286576,公司,上海新世界股份有限公司,,2026-08-03,,
286593,公司,康欣新材料股份有限公司,,2026-08-03,,
286595,公司,河南双汇投资发展股份有限公司,,2026-08-03,,
286601,公司,青岛啤酒股份有限公司,,2026-08-03,,
286615,公司,海南椰岛(集团)股份有限公司,,2026-08-03,,
286616,公司,包头华资实业股份有限公司,,2026-08-03,,
286623,公司,重庆啤酒股份有限公司,,2026-08-03,,
286626,公司,长春欧亚集团股份有限公司,,2026-08-03,,
286628,公司,宜宾五粮液股份有限公司,,2026-08-03,,
286649,公司,中信尼雅葡萄酒股份有限公司,,2026-08-03,,
286695,公司,中粮生物科技股份有限公司,,2026-08-03,,
286696,公司,福建省燕京惠泉啤酒股份有限公司,,2026-08-03,,
286697,公司,泸州老窖股份有限公司,,2026-08-03,,
286720,公司,莲花控股股份有限公司,,2026-08-03,,
286766,公司,中基健康产业股份有限公司,,2026-08-03,,
286780,公司,上海益民商业集团股份有限公司,,2026-08-03,,
286783,公司,上海妙可蓝多食品科技股份有限公司,,2026-08-03,,
286785,公司,大商股份有限公司,,2026-08-03,,
286829,公司,北京顺鑫农业股份有限公司,,2026-08-03,,
286858,公司,安徽金种子酒业股份有限公司,,2026-08-03,,
2870955,公司,郑州华英包装股份有限公司,,2026-08-03,,
2871190,公司,浙江京华激光科技股份有限公司,,2026-08-03,,
2873311,公司,郑州千味央厨食品股份有限公司,,2026-08-03,,
2873421,公司,安徽集友新材料股份有限公司,,2026-08-03,,
287378,公司,南方黑芝麻集团股份有限公司,,2026-08-03,,
287467,公司,蓝星安迪苏股份有限公司,,2026-08-03,,
2876421,公司,周黑鸭国际控股有限公司,,2026-08-03,,
2878266,公司,湖北一致魔芋生物科技股份有限公司,,2026-08-03,,
2878897,公司,中粮家佳康食品有限公司,,2026-08-03,,
287957,公司,杭州解百集团股份有限公司,,2026-08-03,,
2880382,公司,中国万天控股有限公司,,2026-08-03,,
288111,公司,上海紫江企业集团股份有限公司,,2026-08-03,,
2882390,公司,苏州欧福蛋业股份有限公司,,2026-08-03,,
2882602,公司,常州春水堂健康科技股份有限公司,,2026-08-03,,
2882609,公司,哈尔滨鹏程新材料科技股份有限公司,,2026-08-03,,
2882614,公司,吐鲁番楼兰酒庄股份有限公司,,2026-08-03,,
2882648,公司,福建南王环保科技股份有限公司,,2026-08-03,,
289327,公司,利亚零售有限公司,,2026-08-03,,
290244,公司,合丰集团控股有限公司,,2026-08-03,,
292082,公司,大成玉米集团有限公司,,2026-08-03,,
2923785,公司,广东德力智慧物流股份有限公司,,2026-08-03,,
2924106,公司,浙江比例聚合科技股份有限公司,,2026-08-03,,
2924446,公司,安徽合益食品股份有限公司,,2026-08-03,,
2924523,公司,上海大牧汗食品股份有限公司,,2026-08-03,,
294032,公司,大家乐集团有限公司,,2026-08-03,,
295106,公司,中国淀粉控股有限公司,,2026-08-03,,
295191,公司,步步高商业连锁股份有限公司,,2026-08-03,,
295415,公司,会稽山绍兴酒股份有限公司,,2026-08-03,,
295576,公司,国投中鲁果汁股份有限公司,,2026-08-03,,
2956086,公司,江苏快而捷物流股份有限公司,,2026-08-03,,
2956088,公司,宁波飞润海洋生物科技股份有限公司,,2026-08-03,,
2956311,公司,成都巨龙生物科技股份有限公司,,2026-08-03,,
2956393,公司,浙江香海食品股份有限公司,,2026-08-03,,
2956964,公司,甘肃陇萃堂营养保健食品股份有限公司,,2026-08-03,,
2957557,公司,广东安捷供应链管理股份有限公司,,2026-08-03,,
2957608,公司,青岛城业城供应链股份有限公司,,2026-08-03,,
2957636,公司,安徽荷金来农业发展股份有限公司,,2026-08-03,,
29576889,公司,EDA集团控股有限公司,,2026-08-03,,
2958436,公司,上海宝立食品科技股份有限公司,,2026-08-03,,
2976720,公司,太平洋酒吧集团控股有限公司,,2026-08-03,,
2978431,公司,广东兴艺数字印刷股份有限公司,,2026-08-03,,
2978745,公司,辽宁宝丽嘉华生物医药科技股份有限公司,,2026-08-03,,
298163,公司,中国北大荒产业集团控股有限公司,,2026-08-03,,
298562,公司,三全食品股份有限公司,,2026-08-03,,
298851,公司,贝因美股份有限公司,,2026-08-03,,
2988806,公司,汉诺佳池控股有限公司,,2026-08-03,,
2991901,公司,广东便捷神科技股份有限公司,,2026-08-03,,
299286,公司,永旺(香港)百货有限公司,,2026-08-03,,
2994014,公司,福建闽威实业股份有限公司,,2026-08-03,,
2994208,公司,上海凯淳实业股份有限公司,,2026-08-03,,
2994233,公司,上海高更食品科技股份有限公司,,2026-08-03,,
2994401,公司,百胜中国控股有限公司,,2026-08-03,,
299621,公司,浙江华康药业股份有限公司,,2026-08-03,,
300656,公司,金源发展国际实业有限公司,,2026-08-03,,
3006757,公司,陕西德元数字科技股份有限公司,,2026-08-03,,
300780,公司,保龄宝生物股份有限公司,,2026-08-03,,
3018758,公司,劲仔食品集团股份有限公司,,2026-08-03,,
3020074,公司,广州遇见小面餐饮股份有限公司,,2026-08-03,,
302245,公司,南顺(香港)有限公司,,2026-08-03,,
302998,公司,味千(中国)控股有限公司,,2026-08-03,,
303010,公司,北京三元食品股份有限公司,,2026-08-03,,
303584,公司,北京鹫峰科技开发股份有限公司,,2026-08-03,,
303607,公司,王朝酒业集团有限公司,,2026-08-03,,
3042152,公司,嘉美食品包装(滁州)股份有限公司,,2026-08-03,,
304756,公司,安井食品集团股份有限公司,,2026-08-03,,
305183,公司,南极电商股份有限公司,,2026-08-03,,
305656,公司,华宝国际控股有限公司,,2026-08-03,,
308592,公司,烟台北方安德利果汁股份有限公司,,2026-08-03,,
308738,公司,味丹国际(控股)有限公司,,2026-08-03,,
309851,公司,厦门合兴包装印刷股份有限公司,,2026-08-03,,
310614,公司,恒基兆业发展有限公司,,2026-08-03,,
311032,公司,黄山永新股份有限公司,,2026-08-03,,
312913,公司,联华超市股份有限公司,,2026-08-03,,
314648,公司,浙江伊宝馨生物科技股份有限公司,,2026-08-03,,
315324,公司,广州市广百股份有限公司,,2026-08-03,,
315616,公司,慧聪集团有限公司,,2026-08-03,,
315785,公司,北京京客隆商业集团股份有限公司,,2026-08-03,,
316040,公司,佳宁娜集团控股有限公司,,2026-08-03,,
316696,公司,永安国际有限公司,,2026-08-03,,
317249,公司,大快活集团有限公司,,2026-08-03,,
323298,公司,绍兴咸亨食品股份有限公司,,2026-08-03,,
326720,公司,中科云网科技集团股份有限公司,,2026-08-03,,
3268485,公司,湖南汇湘轩生物科技股份有限公司,,2026-08-03,,
3270317,公司,山东吉田香料股份有限公司,,2026-08-03,,
3271978,公司,中荣印刷集团股份有限公司,,2026-08-03,,
327487,公司,名科国际控股有限公司,,2026-08-03,,
328076,公司,中国旺旺控股有限公司,,2026-08-03,,
3282755,公司,河南永丰面业股份有限公司,,2026-08-03,,
3282995,公司,弥明生活百货控股有限公司,,2026-08-03,,
3284167,公司,四川百夫长清真食品股份有限公司,,2026-08-03,,
330180,公司,亚洲木薯资源控股有限公司,,2026-08-03,,
